title,description,requirements,required_education,location
3265,4711,11968,4,2964
297,9584,3153,1,2270
9774,7744,7005,1,1537
5165,7048,4156,1,817
4977,13960,10234,13,1083
3206,7914,9906,1,1744
7457,1122,11273,13,1058
2789,9457,2912,1,2535
2199,9887,5375,4,2044
1738,11432,7795,1,2462
6381,819,3171,13,2535
11205,5138,4278,5,929
10921,4149,7630,1,2139
4081,7910,9901,1,2323
7756,4262,457,13,2875
9461,1960,2116,1,2498
6058,4402,4488,13,1487
9641,2554,8903,1,2853
2606,611,3843,1,2853
8578,11965,51,9,2853
4037,13346,5074,1,1573
620,3816,10191,13,279
948,8179,10539,13,1564
686,2495,4620,13,896
7499,3118,6604,13,2875
4393,1032,3308,13,1434
2463,13939,8666,5,896
3439,6862,9860,1,813
3285,9389,4526,1,166
5943,445,11968,13,2612
2259,14559,284,4,1676
8452,2333,2910,9,291
9527,4455,9521,1,1564
3018,10142,4796,2,2378
5858,1083,7182,13,1650
637,7735,8847,1,1536
4271,2929,5842,10,2687
10696,84,10094,9,357
8825,5940,4954,13,2853
8677,8488,11968,1,2951
10360,14096,11968,13,1249
5843,11198,1370,4,2783
1981,416,11968,13,1899
6620,10308,7657,4,1573
10954,11164,8602,13,813
10723,6289,5309,9,127
570,9452,11968,1,1703
9167,8014,3390,13,1900
10526,9531,3283,1,1252
3206,7915,9906,1,1897
5122,8240,2766,13,2535
2521,13147,7200,4,3005
10254,13008,9454,1,1083
6058,2987,6089,9,2462
2056,1115,11262,13,210
8972,157,3545,13,813
2199,9918,5404,4,2158
7907,1507,5691,13,2875
2199,9988,5404,4,2535
2210,9984,5383,4,2535
2026,8268,1227,1,1681
3205,7918,9893,1,2049
3204,7918,9893,1,2904
2199,9906,7245,4,1899
8941,9854,1076,1,2060
3207,7904,9904,1,650
10165,12289,6353,4,2304
4081,7920,9901,1,1991
3018,713,9197,2,1705
9259,2471,11968,13,210
3206,7915,9906,1,1898
6005,1033,3331,13,1434
8936,14291,916,1,2050
2487,13625,5977,1,600
3714,6790,1990,13,290
291,9471,5014,1,2539
9129,13831,8102,13,2051
11200,13130,6398,2,225
8538,5750,6254,1,1899
3429,13256,9909,1,1006
1225,5772,6313,13,2877
5167,11209,11566,1,2034
6765,2430,11968,13,1958
4081,7910,9901,1,2265
2408,6103,678,1,2074
4081,7907,9901,1,1418
6059,8267,2883,1,2039
9708,6094,1935,1,1511
4081,7920,9901,1,2660
5337,8423,10629,1,625
1977,7397,3296,1,1462
2085,7854,5451,13,2754
2199,10057,7723,4,2912
4081,7907,9901,1,2986
1203,11327,6837,1,1530
3754,6880,788,9,974
1315,10961,4196,13,333
10830,4821,496,4,416
491,13251,11344,1,60
10082,11496,10013,13,1107
3279,4383,2611,1,2834
2176,3331,3557,13,2967
4229,318,11968,13,2612
664,13971,1630,9,1953
1152,1012,10456,1,1899
9560,8411,7708,1,2875
9495,7659,10606,9,1560
8670,1887,8042,13,1564
10837,13283,10080,13,370
3980,9169,963,1,1249
4081,7925,9901,1,2846
6052,14038,9554,13,2834
7421,13956,10231,13,1083
8733,1510,800,1,2535
8010,7684,10366,13,625
2669,12042,3378,9,1592
723,13710,9439,1,2944
9655,1032,3308,13,1434
2839,8574,1440,13,2535
942,9474,5016,1,2539
3205,7917,9893,1,2535
1507,3839,11128,13,2535
8450,795,6507,13,2535
4081,7910,9901,1,3003
7592,2253,3746,0,2910
3207,7918,9893,1,3097
4276,10159,6935,13,1679
6708,8673,7571,13,872
4081,7920,9901,1,2309
8722,10491,8248,1,3100
4081,7907,9901,1,2004
9977,9040,11076,1,1072
4081,7911,9901,1,1806
4081,7920,9901,1,2617
3364,8734,8455,4,1040
3361,3319,5537,0,2535
8416,2776,5818,0,1487
5208,10107,8677,13,1558
8370,4111,3999,1,2846
3396,12845,9567,13,2332
3354,2725,777,9,1419
6147,389,11968,13,2160
7206,12901,11968,13,2424
956,9788,7495,13,252
4081,7920,9901,1,2860
494,9762,2103,1,2248
1041,3877,11617,1,1259
10006,10561,7528,4,3007
10480,10584,2269,1,2834
1397,11735,7037,9,662
2208,14593,5404,4,2953
8253,5571,10192,1,2834
1541,9813,11103,13,1083
9047,5773,8270,1,932
4081,7920,9901,1,2362
2210,14610,7228,4,1383
7278,12228,3732,9,388
7787,10401,8834,4,1383
8477,7029,8693,13,1209
5787,10128,2585,13,2247
5530,6450,1163,13,1508
9639,10463,2161,13,1487
5711,9225,3353,9,2952
6306,6669,10418,1,3007
9033,12684,10625,1,625
3379,8739,8454,13,1034
10813,10957,1520,10,416
9841,2661,4341,4,2248
2032,7544,11968,1,2738
715,7714,4627,1,625
1858,9864,8358,4,1564
8060,8787,73,13,1032
4080,7908,9902,1,1457
8056,8787,73,13,3105
7713,982,8031,13,2687
10696,81,10094,9,470
2785,10117,8195,13,2537
2718,12955,419,1,1249
8126,10476,4404,13,1032
7516,254,11968,13,2734
8654,12573,6730,0,174
4081,7920,9901,1,2713
5071,10942,2086,1,772
310,9125,11968,1,1083
7763,5089,4436,13,210
6809,3970,7665,9,1083
2808,3634,10564,5,1564
140,11188,159,1,262
1825,9840,2275,1,2800
7187,1584,11916,9,2982
6307,7566,10417,1,1564
3205,7917,9893,1,2030
1194,2595,10416,1,1995
4802,337,11968,13,2160
3206,7915,9906,1,2710
1754,749,11968,1,1807
4081,7920,9901,1,2311
8507,11345,8205,9,2252
8170,7844,11628,4,394
8874,13647,10644,1,943
5084,1199,1446,7,625
5725,6356,1038,13,1385
5488,1292,7679,13,1370
10946,1286,11968,13,3105
7463,1032,3308,0,1434
9420,4510,341,13,3105
310,11877,7995,13,2687
2258,5803,6852,4,1899
5847,11310,6953,9,2974
6257,5794,11968,4,1474
8399,2073,6756,1,1899
3642,13531,9481,1,367
10921,2777,3815,13,367
3777,14115,9710,13,884
7573,8304,2365,13,2304
4081,7920,9901,1,1826
3172,10744,9287,5,190
933,6510,11968,13,338
3206,7914,9906,1,2348
10219,8828,3243,1,813
4404,10204,762,9,2834
8496,2751,11968,13,119
3206,7914,9906,1,2318
7180,1584,11916,9,1715
279,8172,4060,13,1161
530,1354,10074,1,625
4081,7920,9901,1,2761
4081,7920,9901,1,2260
4389,5064,9533,1,1560
3036,7261,6668,1,2875
9437,1422,9432,1,1703
7167,9812,6282,10,216
9196,13240,11356,1,1053
8990,8203,6623,13,1083
9378,10544,2044,1,3100
4897,13158,5875,5,2851
5096,2662,6986,4,2834
316,5936,526,13,252
307,1006,622,1,1487
3408,8182,1906,13,905
2272,13169,1824,1,2834
8725,11784,5190,5,2139
6294,12886,7426,9,558
6117,12925,4476,1,3105
7420,4631,11968,13,3105
598,12825,11666,1,1607
1922,4971,2875,1,1472
9461,1907,2035,13,813
5547,1008,9227,1,1899
5096,2663,6986,4,2246
6028,9814,6987,4,2834
5917,4780,510,4,650
7450,13955,9673,13,1083
9495,6346,8091,5,1564
2610,10711,6081,5,282
7308,10846,1219,4,1863
7729,10398,1328,1,2969
6116,867,8134,13,625
1008,9791,6275,4,2217
3913,9030,3767,4,3040
4081,7920,9901,1,2726
3257,12071,4827,4,2402
2423,12398,3861,13,216
275,9740,2105,1,1271
7516,276,11968,13,2044
401,7120,6100,1,2469
6406,707,8957,13,2056
1969,2665,5517,13,2834
6576,14797,11966,4,451
4081,7920,9901,1,2722
9707,9368,11968,1,2484
4742,14790,11939,13,2498
2936,4785,496,4,496
5939,8491,10180,1,1965
9842,10555,4341,4,2214
2864,803,2183,13,2535
9786,9376,11840,13,1972
6430,7632,5486,9,2834
3822,4596,10636,13,2539
955,3670,5186,13,225
8246,8934,10463,13,1396
2198,9975,5379,4,1976
4525,4313,3236,4,160
3624,8388,4757,13,2875
9664,3689,10545,13,838
10224,6737,477,13,2834
362,9747,2237,1,2834
10550,10592,1574,1,2834
4081,7920,9901,1,3076
362,4095,8495,13,2708
565,3216,4682,9,67
3714,12060,7883,0,1733
5726,12228,3698,9,365
10644,3462,1406,13,625
5431,14163,7477,1,772
587,14303,2817,13,625
1950,7346,9720,13,1083
10830,4821,496,4,416
237,5030,798,1,873
9402,1337,8046,1,367
9186,7051,475,1,1564
6948,3697,11968,13,3105
9129,2664,2111,1,2834
3802,12412,3716,13,216
6262,8770,1221,4,2234
7413,12448,1944,1,1496
8362,4699,1378,9,38
9129,4269,2136,1,2834
9673,14195,11968,13,1215
10921,4062,4284,1,75
1900,11280,9423,9,2462
5863,14193,11968,13,1214
10330,693,4398,7,1907
8989,8976,4338,4,1997
7744,8913,11968,9,1249
1921,3840,2838,1,1083
5614,14126,7659,13,3105
9461,10702,9156,9,230
3344,10607,3079,1,2044
3205,7918,9893,1,3076
4182,1425,9428,1,1703
5892,4922,817,13,625
653,10624,5011,1,813
5324,2323,8036,1,1899
8379,2317,405,1,367
4080,7908,9902,1,1467
1271,1826,1688,13,1916
1725,11314,9630,13,2974
8455,11354,5077,13,2904
1075,9188,8371,13,905
4716,11386,6933,13,1807
4936,2900,2895,13,1592
1250,3114,6574,13,2875
710,4621,11968,13,3105
1142,7563,9372,13,367
4657,7332,6855,1,1383
5203,13210,11329,1,67
10551,12981,1368,1,2929
4608,8401,4977,4,1414
725,10184,834,1,2532
10445,788,10029,9,1266
9562,10915,5588,9,1995
10851,6908,11968,13,381
5350,1844,10099,0,879
3458,10179,4008,13,772
2168,2197,10445,4,1217
10054,2155,3745,0,2910
5518,1486,2041,1,2895
10181,5344,5922,1,813
7044,8624,6890,13,2566
4107,8162,2569,13,2398
8774,2315,1021,1,367
6595,7657,839,13,2592
2580,10979,3288,13,1822
2199,10067,6244,4,2973
929,4816,496,4,563
6680,4961,4241,13,284
3204,7918,9893,1,2462
11173,9294,11019,13,2482
7596,986,1488,13,2687
3428,99,10868,13,3105
5101,10224,3891,4,2670
10053,2146,3745,0,2846
10815,14242,505,4,386
4107,14273,368,13,210
2777,6236,5198,1,2469
3073,3008,2250,13,1449
10033,10903,9751,1,2865
10865,11950,10006,13,3055
8914,14760,11968,13,1471
5371,2114,11968,13,3105
57,3602,8192,13,2536
4751,10043,5365,4,1689
5778,8666,2374,13,903
4938,7936,394,9,600
3205,7918,9893,1,2308
2368,2704,4062,13,3105
8805,6577,9878,1,259
4081,7920,9901,1,2449
4919,6756,11968,13,2535
2596,14410,2474,4,860
4288,3798,2973,1,625
1656,12647,10215,7,126
6868,4801,496,4,384
2349,2629,146,9,277
9287,10534,7257,1,2012
3186,9344,3640,13,1249
6487,8007,11728,13,2642
4615,13364,11968,13,2040
7613,12552,7850,5,216
3561,13047,5678,1,1462
6919,4766,496,4,360
7843,14113,9711,1,813
3205,7918,9893,1,1487
1858,9864,8358,4,1564
362,1051,1380,13,625
8974,855,7053,13,2535
3204,7918,9893,1,1703
3205,7918,9893,1,2632
9359,11596,8275,13,1487
7046,7815,5827,4,1389
951,8089,4693,13,1487
8856,8500,6979,13,1754
9155,10346,11968,13,891
4519,5303,11968,13,1083
272,4500,3586,13,2535
582,8892,11563,1,890
2301,12524,3552,1,631
224,8643,11968,5,1134
8038,2048,6434,1,631
5046,2491,2624,7,2079
1449,5213,11968,4,2171
1281,1826,1688,13,1949
8136,6879,8746,1,974
6485,5474,8609,13,954
8475,1123,11289,13,1058
3377,7826,3070,1,884
4081,7910,9901,1,2171
7413,11515,11968,13,252
3205,7918,9893,1,2941
5461,1715,1100,1,1215
5816,10068,5416,4,2974
6978,8368,9764,13,558
4205,10962,4184,13,352
8378,3735,8389,13,2854
2337,12395,10446,1,1216
4081,7920,9901,1,2928
7458,805,3187,1,1592
779,7294,8915,9,625
3205,7918,9893,1,2357
833,4819,494,4,570
6627,3109,8648,13,2875
8626,7264,6679,1,1787
2590,10112,3088,2,1807
10403,7605,10879,1,954
3543,10410,11968,13,1564
11173,12806,10599,13,1249
1131,2591,11968,13,1222
8339,11202,5316,13,2299
8753,14458,1836,1,625
10363,4750,496,4,409
9980,7579,11968,13,894
669,5440,3570,1,3007
9461,1712,10911,9,1209
2275,12266,7205,4,2013
8463,1355,10071,9,625
3469,10933,7554,13,2535
1652,1811,2232,13,2734
1523,3913,496,4,324
5623,3502,3097,6,625
9057,1895,1846,1,1257
3204,7918,9893,1,1359
10224,12943,5601,13,2877
9415,7179,1155,13,805
2019,4144,5128,1,772
4081,7920,9901,1,2731
7437,10373,9783,5,1508
2935,4823,496,4,496
833,4819,494,4,570
9561,10155,1957,1,1560
310,1657,3036,13,2840
4080,7908,9902,1,2601
10940,3728,11968,13,3105
7698,8819,9829,9,2956
450,1539,9393,4,2779
3653,12372,3670,13,216
1142,6480,6162,0,2716
820,8238,3499,7,1101
7719,8370,3714,13,925
4056,2700,6055,1,2893
10811,4767,496,4,757
9495,7536,1432,9,2044
10815,14242,505,4,386
5444,3235,5902,13,974
10883,12122,7805,13,1020
4080,7908,9901,1,2763
2199,14595,5404,4,1972
5175,7345,9194,1,891
9016,14220,11234,13,3105
4081,7921,9901,1,2031
2210,10013,6239,4,2895
6031,1091,3605,13,2934
7691,8362,11578,1,956
1470,2911,11540,1,1458
4081,7907,9901,1,2049
7197,13685,7017,1,1176
6014,9609,7259,13,1499
5356,12332,11787,9,788
4228,11544,10374,13,625
9366,5113,603,1,2539
5788,1851,11968,13,216
2199,9902,5336,4,1899
6857,9029,653,13,3040
2199,10004,5370,4,2734
2023,1277,2462,1,1914
4809,3261,6770,4,1807
4081,7907,9901,1,2015
6614,13779,2301,13,1422
4081,7910,9901,1,1351
9412,6274,11968,13,17
3335,8451,10612,1,765
7122,4451,9716,13,1083
6034,5502,1387,1,1249
4840,1886,1698,13,1884
3205,7918,9893,1,1344
10440,1363,9490,13,213
3205,7918,9893,1,1826
7721,982,8031,13,2687
4080,7908,9901,1,3007
10149,4721,5213,1,1227
2199,14585,5352,4,106
2866,3642,8401,1,1899
5938,283,11968,13,2160
6228,3511,3909,1,296
129,4391,8447,1,1560
1523,4845,496,4,526
333,13845,9605,1,1899
10809,4765,496,4,755
2823,9574,7002,1,1423
8978,12519,3805,1,2535
1397,9235,4862,13,513
587,7050,7417,1,1607
6064,12995,7929,1,1501
4107,804,3186,1,1592
2740,3857,4073,13,2469
1455,5213,11968,4,2186
3206,7915,9906,1,2706
2198,10080,5360,4,128
3205,7918,9893,1,1874
6201,7998,605,0,2841
2212,12307,7221,4,1573
9569,13776,6020,13,2535
4647,8648,11968,5,1132
9129,14084,2264,1,2539
839,11066,4193,13,387
6827,2008,1718,13,1896
599,3855,213,1,1517
10081,8498,6977,13,2304
3205,7918,9893,1,2748
3205,7919,9893,1,2445
3855,5244,8933,13,1564
2210,10012,5404,4,2736
3714,2295,3472,4,519
5842,364,11968,13,2734
10263,13249,11385,1,1208
3830,8814,7818,1,813
1130,7043,8215,1,296
359,12353,3276,13,166
5446,3829,11162,1,636
9032,9102,4960,1,630
7556,1772,4012,13,367
6414,7236,10892,4,67
10659,2536,8256,13,2535
2832,105,9346,13,1313
6852,2007,9786,13,2246
1371,3329,1311,13,367
3506,11352,11968,13,2875
3205,7918,9893,1,2317
1111,10714,11968,13,296
8102,8796,11241,13,277
933,6506,11968,13,406
933,6509,11968,13,335
1157,2603,1729,13,1238
4580,6045,713,5,260
3472,6742,4000,13,1703
1237,8988,10367,13,678
1205,11112,3293,13,1783
4136,1296,3520,9,2890
9495,10819,4168,13,1564
7058,13943,10667,13,896
5929,10732,9746,1,2859
10872,12233,11968,13,625
5634,6776,11968,6,367
7931,3501,8377,9,625
10827,4757,496,4,757
8719,7361,6963,1,1225
3781,9192,606,13,1158
4947,6775,11968,13,367
655,8205,4909,1,1083
1981,273,11968,13,1487
6595,5034,569,1,873
4396,8742,3418,13,1253
1665,2803,3196,4,568
6457,189,11968,13,2160
495,8785,11968,13,2877
1311,13162,4511,5,222
7749,3117,6610,13,2875
11186,2112,11968,13,1526
10945,3679,11968,13,3105
8721,12010,11056,1,51
2710,1594,3144,1,1592
3620,4494,11968,1,2517
3070,1141,1404,13,625
1037,2415,11093,9,600
5831,3305,11968,13,2544
4913,11678,2270,1,826
2423,1503,2512,1,1560
6605,2420,11104,1,600
8562,6797,8175,13,499
3483,12380,11968,13,2424
3205,7917,9893,1,2875
5056,7030,11968,13,3105
4855,8056,3416,13,1383
10431,10582,4978,9,470
985,4825,502,4,3105
649,6021,8824,13,1564
781,6030,11738,13,2789
7851,1727,11968,13,539
9934,1530,9398,2,2316
10168,2423,10889,9,600
4544,11494,4839,1,1336
4080,7908,9902,1,2314
3204,7918,9893,1,1555
6595,3581,103,13,2238
3572,2417,4645,13,600
3204,7918,9893,1,2749
10055,8082,6927,2,77
6936,2523,5438,9,2535
9659,9313,11968,13,2865
773,2905,8304,1,2535
1583,10858,9754,1,2865
5997,6751,1308,1,1487
7450,13512,4955,1,160
6357,6883,8112,1,2176
6813,8747,7474,13,1410
2093,14541,10871,13,1565
3205,7918,9893,1,1968
7223,7860,4788,1,1799
6330,10433,9405,2,77
134,12953,3440,6,813
9095,7116,231,1,1899
4969,362,11968,13,2612
5609,4224,8174,13,2734
4460,5193,6628,4,2206
6566,7860,8142,13,1799
587,3572,11968,13,1060
5992,942,11968,9,38
7730,12983,8136,2,80
3791,14793,8374,1,905
8275,10478,4847,9,606
3489,6424,1304,2,2013
10237,468,1705,13,625
4262,9309,11968,13,3105
9061,12984,7790,2,80
4197,4941,8077,1,2176
4846,13827,4021,13,2044
8514,9006,1044,4,2498
3447,5611,11968,13,2535
6095,12641,11968,13,3105
3204,7918,9893,1,3051
3819,6582,5278,13,2734
11129,12228,11968,13,768
3205,7918,9893,1,3061
1622,4853,11968,13,519
5045,6177,7092,1,1807
5706,10240,7807,9,2734
3205,7918,9893,1,2933
6902,8606,10415,13,1249
8883,14320,11003,13,894
8550,10256,7042,9,2316
3734,5245,10839,13,1072
3205,7918,9893,1,2761
933,6506,11968,13,375
3105,4034,11968,13,2544
249,14543,7789,1,1396
6709,5025,2079,1,872
4149,7765,4600,13,1899
4663,325,11968,13,2612
5079,13096,8936,7,3105
7220,8141,5060,2,1412
1507,11582,1880,1,891
11064,14053,5978,1,948
199,1858,182,13,625
3105,3312,11968,9,2544
7889,5223,6629,4,2190
3205,7918,9893,1,108
4162,13983,10205,13,1564
11011,2190,8472,1,721
341,2525,297,7,1972
7312,2899,1129,1,2044
2761,13102,4358,4,2647
6534,13314,10179,13,2384
1940,2517,6449,13,1967
362,9524,11597,1,1452
7722,12452,5244,13,216
8634,10828,10112,1,625
6928,3948,11968,1,1133
3199,8497,6982,13,1980
2200,9899,5407,4,2943
10315,720,7473,4,2933
1874,12103,8823,9,2988
9549,12461,6710,13,2739
3076,11892,3587,13,1429
3544,14025,9608,13,94
1300,359,11968,13,2160
9417,13544,5032,9,166
2407,580,5117,13,2539
2076,9870,5420,4,1972
4485,3177,11968,13,2996
3284,10158,7058,13,1679
6424,6374,4458,13,2916
9749,7482,8695,13,2666
9270,3239,11968,13,2259
4221,3564,4140,1,948
310,1612,3571,5,776
5094,885,8663,13,3105
2204,9882,5346,4,2360
2410,14217,10975,1,776
4564,3179,6157,4,3105
10247,12949,5921,4,1384
7257,9264,6522,1,1899
3191,5517,8092,9,1249
1930,8773,1264,1,216
11202,13963,10243,13,1092
303,904,2516,9,2687
3204,7918,9893,1,2668
5915,7682,11046,1,625
7174,12228,11968,13,700
9382,6243,11765,9,701
1668,2816,4098,9,389
11193,5314,1770,1,256
502,5255,255,9,452
178,6884,2540,4,1889
1938,6997,8103,13,2535
1387,7869,6268,13,2788
2496,5316,6021,13,2535
2678,2189,2710,13,721
3204,7918,9893,1,2571
4706,2503,7618,13,1288
11014,7888,10280,9,1170
2463,13362,6638,9,166
10044,7161,290,13,994
1585,8499,6983,13,1754
1977,8701,9158,13,1592
8678,8547,11968,13,1701
10612,7945,9871,1,625
129,4390,8448,1,1560
3327,7163,7193,5,776
4963,6479,2653,9,1686
6086,7600,11968,13,3105
9229,13940,4126,13,216
3205,7917,9893,1,2865
8087,3550,11968,1,2985
1928,13795,220,13,274
9616,2037,11968,1,625
3773,13463,3624,13,908
8955,9259,11968,13,834
4080,7908,9902,1,1504
8169,11065,4190,13,394
1357,215,11968,13,1899
8169,11065,4190,13,394
10263,9679,2635,1,1819
7867,8864,8540,13,487
4080,7908,9902,1,3011
9931,1537,2546,2,2298
6767,7247,11948,13,2126
6729,3919,10067,9,625
6257,3510,11968,4,2923
6043,11493,10190,13,1214
10173,12932,5064,1,902
3022,12360,6181,4,2875
9690,14684,5435,13,2834
8940,11722,3975,1,941
6066,1574,11968,13,3105
9460,637,2249,13,813
6628,2891,1213,4,2616
5228,5703,11968,13,2424
9416,9239,11968,13,888
1733,3163,7048,13,2925
7729,4583,8862,1,1487
11200,13791,10326,13,252
5872,2763,5599,0,2736
10568,13813,3460,13,625
8420,8996,11968,13,2539
2975,8073,3419,13,1591
3204,7918,9893,1,2301
3204,7918,9893,1,1533
4251,3675,2949,4,1759
10261,3780,11968,13,3105
9283,5007,11968,9,24
933,6515,11968,13,384
8252,6662,369,13,210
3805,10812,2703,1,367
10247,12949,5921,4,1807
3648,3390,662,1,1249
123,13878,5959,13,95
896,12534,7664,13,216
5872,2762,5600,0,2445
4080,7908,9902,1,2560
426,6054,10010,13,1000
10640,12910,1291,13,3105
3204,7918,9893,1,2560
10646,12351,1290,13,1564
3204,7918,9893,1,1854
9610,14075,11661,13,813
4080,7908,9902,1,1854
10018,2148,3747,0,2846
3518,14103,11968,7,2439
6058,8540,2128,13,625
9055,10424,11968,13,2535
3204,7918,9893,1,1504
2849,4378,1058,1,2482
2729,5017,4461,1,873
7345,4248,4033,13,2270
3352,3174,2404,4,584
10751,12982,10713,13,1855
5199,13209,11315,0,60
7340,407,11968,13,2734
9976,5749,11968,13,1807
1640,12011,11246,13,51
1527,3310,11968,13,2544
4080,7908,9902,1,1522
3645,12850,8886,13,216
6082,11264,9639,9,1807
6186,5850,11968,13,1750
3207,7917,9904,1,508
3205,7918,9893,1,2267
7423,11843,1679,13,776
9149,10514,3401,1,2837
278,10715,9275,13,2535
3205,7918,9893,1,1981
5512,12502,11555,13,2111
4513,3206,11968,13,2453
5512,12502,11555,13,2102
5512,12502,11555,13,2091
3205,7918,9893,1,2323
5512,12502,11555,13,2112
3529,6166,9742,13,166
7650,12502,11555,13,2100
811,14377,8464,13,625
5350,8470,10429,1,2535
7650,12502,11555,13,2119
7650,12502,11555,13,2094
4080,7908,9902,1,3012
9255,10406,744,1,1564
7650,12502,11555,13,2119
4366,5498,1389,1,1249
1546,9688,7868,5,2853
6305,9698,444,1,933
6895,2099,6499,1,1583
8499,11890,1666,13,1428
8382,3131,11968,4,121
1537,11799,7966,1,2875
5308,14298,2652,13,399
448,3720,636,4,1383
1620,13056,2538,13,51
1849,6099,9535,1,1560
49,13097,11968,13,1954
1752,9031,3768,4,3040
5900,6172,6471,1,1235
5872,2764,5598,0,1787
163,7108,11968,13,2716
2210,9989,5386,4,2535
310,7557,9253,13,372
2061,10647,11270,1,1179
4218,10207,2252,1,1573
8662,11599,3636,1,1759
3205,7918,9893,1,2747
682,10651,11302,1,813
7230,14561,61,4,1609
1705,3823,5440,1,2044
8724,7162,7194,5,813
8619,11871,5685,13,134
326,8919,10369,1,1487
8131,13937,10486,1,519
5620,4839,496,4,361
7516,339,11968,13,2160
1356,9711,5618,13,1487
2275,12256,7205,4,2616
6328,71,10574,1,1211
6198,11224,3904,13,519
6729,3300,5118,1,1703
6043,1329,10064,0,1058
6595,13664,7738,9,2734
2542,9858,11096,1,519
3762,6557,7709,13,2535
6845,2009,1719,13,2185
5410,3042,10916,1,216
10679,5681,6938,1,1249
1189,10676,4925,5,2139
7614,1620,11968,1,1209
